Module,Chapter,Lecture Number,Lecture Title,Duration
Module 1: Fundamentals of Programming,How to utilise Appliedaicourse,1.1,How to Learn from  Appliedaicourse,35 mins
Module 1: Fundamentals of Programming,How to utilise Appliedaicourse,1.2,How the Job Guarantee program works,16 mins
Module 1: Fundamentals of Programming,How to utilise Appliedaicourse,1.1,How to Learn from  Appliedaicourse,35 mins
Module 1: Fundamentals of Programming,How to utilise Appliedaicourse,1.2,How the Job Guarantee program works,16 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.1,"Python, Anaconda and relevant packages installations",23 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.2,Why learn Python?,4 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.3,Keywords and identifiers,6 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.4,"comments, indentation and statements",9 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.5,Variables and data types in Python,32 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.6,Standard Input and Output,7 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.7,Operators,14 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.8,Control flow: if else,10 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.9,Control flow: while loop,16 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.10,Control flow: for loop,15 mins
Module 1: Fundamentals of Programming,Python for Data Science Introduction,2.11,Control flow: break and continue,10 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.1,Lists,38 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.2,Tuples part 1,10 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.3,Tuples part-2,4 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.4,Sets,16 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.5,Dictionary,21 mins
Module 1: Fundamentals of Programming,Python for Data Science: Data Structures,3.6,Strings,16 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.1,Introduction,13 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.2,Types of functions,25 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.3,Function arguments,10 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.4,Recursive functions,16 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.5,Lambda functions,8 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.6,Modules,7 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.7,Packages,6 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.8,File Handling,23 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.9,Exception Handling,15 mins
Module 1: Fundamentals of Programming,Python for Data Science: Functions,4.10,Debugging Python,15 mins
Module 1: Fundamentals of Programming,Python for Data Science: Numpy,5.1,Numpy Introduction,41 mins
Module 1: Fundamentals of Programming,Python for Data Science: Numpy,5.2,Numerical operations on Numpy,41 mins
Module 1: Fundamentals of Programming,Python for Data Science: Matplotlib,6.1,Getting started with Matplotlib,20 mins
Module 1: Fundamentals of Programming,Python for Data Science: Pandas,7.1,Getting started with pandas,8 mins
Module 1: Fundamentals of Programming,Python for Data Science: Pandas,7.2,Data Frame Basics,9 mins
Module 1: Fundamentals of Programming,Python for Data Science: Pandas,7.3,Key Operations on Data Frames,31 mins
Module 1: Fundamentals of Programming,Python for Data Science: Computational Complexity,8.1,Space and Time Complexity: Searching for a number in a list,20 mins
Module 1: Fundamentals of Programming,Python for Data Science: Computational Complexity,8.2,Binary search,17 mins
Module 1: Fundamentals of Programming,Python for Data Science: Computational Complexity,8.3,Find elements common in two lists,6 mins
Module 1: Fundamentals of Programming,Python for Data Science: Computational Complexity,8.4,Find elements common in two lists using a Hashtable/Dict,12 mins
Module 1: Fundamentals of Programming,SQL,9.1,Introduction to Databases,22 mins
Module 1: Fundamentals of Programming,SQL,9.2,Why SQL?,15 mins
Module 1: Fundamentals of Programming,SQL,9.3,Execution of an SQL statement.,7 mins
Module 1: Fundamentals of Programming,SQL,9.4,IMDB dataset,12 mins
Module 1: Fundamentals of Programming,SQL,9.5,Installing MySQL,11 mins
Module 1: Fundamentals of Programming,SQL,9.6,Load IMDB data.,4 mins
Module 1: Fundamentals of Programming,SQL,9.7,"USE, DESCRIBE, SHOW TABLES",15 mins
Module 1: Fundamentals of Programming,SQL,9.8,SELECT,20 mins
Module 1: Fundamentals of Programming,SQL,9.9,"LIMIT, OFFSET",10 mins
Module 1: Fundamentals of Programming,SQL,9.10,ORDER BY,6 mins
Module 1: Fundamentals of Programming,SQL,9.11,DISTINCT,10 mins
Module 1: Fundamentals of Programming,SQL,9.12,"WHERE, Comparison operators, NULL",13 mins
Module 1: Fundamentals of Programming,SQL,9.13,Logical Operators,27 mins
Module 1: Fundamentals of Programming,SQL,9.14,"Aggregate Functions: COUNT, MIN, MAX, AVG, SUM",8 mins
Module 1: Fundamentals of Programming,SQL,9.15,GROUP BY,13 mins
Module 1: Fundamentals of Programming,SQL,9.16,HAVING,12 mins
Module 1: Fundamentals of Programming,SQL,9.17,Order of keywords.,4 mins
Module 1: Fundamentals of Programming,SQL,9.18,Join and Natural Join,12 mins
Module 1: Fundamentals of Programming,SQL,9.19,"Inner, Left, Right and Outer joins.",23 mins
Module 1: Fundamentals of Programming,SQL,9.20,Sub Queries/Nested Queries/Inner Queries,24 mins
Module 1: Fundamentals of Programming,SQL,9.21,DML:INSERT,7 mins
Module 1: Fundamentals of Programming,SQL,9.22,"DML:UPDATE , DELETE",6 mins
Module 1: Fundamentals of Programming,SQL,9.23,DDL:CREATE TABLE,12 mins
Module 1: Fundamentals of Programming,SQL,9.24,"DDL:ALTER: ADD, MODIFY, DROP",4 mins
Module 1: Fundamentals of Programming,SQL,9.25,"DDL:DROP TABLE, TRUNCATE, DELETE",3 mins
Module 1: Fundamentals of Programming,SQL,9.26,"Data Control Language: GRANT, REVOKE",10 mins
Module 1: Fundamentals of Programming,SQL,9.27,Learning resources,3 mins
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.1,Code Walkthrough: Basic programming & bug-fixing in Python (for AI),
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.2,Code Walkthrough: Numerical algorithms using Python (for AI),
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.3,Code Walkthrough: Numerical methods in Python (for AI) -II,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.4,Code Walkthrough: Problems in Python [ Strings and Regex ],
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.5,Code Walkthrough: Problems in Python [ Strings and Regex -II],
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.6,Code Walkthrough: Dynamic Programming & Python in-built data-structures,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.7,Code Walkthrough: OOP in Python (for AI)- I,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.8,Code Walkthrough: OOP in Python for AI -II,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.9,Code Walkthrough: Pandas in Python,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.10,Code Walkthrough: Pandas& NumPy- II,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.11,How to code effectively and build a web-scraper,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.12,Using Web-APIs in Python for Machine Learning,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.13,How to use Github?,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.14,Multi-Processing & Multithreading in Python for AI/ML,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.15,Parallel programming for training  and productionization of ML/AI systems [Flask & Gunicorn],
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.16,SQL: Importance and Sample Problems,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.17,Interactive Interview Session on Python programming for ML/AI,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.18,Programming problems for AI/ML/DataScience,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.19,Smart data acquisition for ML and AI,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.20,MongoDB for Documents (NoSQL)- Part 1,
Module 1: Fundamentals of Programming,Module 1: Live sessions,10.21,MongoDB for Documents (NoSQL)- Part 2,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.1,Introduction to IRIS dataset and 2D scatter plot,26 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.2,3D scatter plot,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.3,Pair plots,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.4,Limitations of Pair Plots,2 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.5,Histogram and Introduction to PDF(Probability Density Function),17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.6,Univariate Analysis using PDF,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.7,CDF(Cumulative Distribution Function),15 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.8,"Mean, Variance and Standard Deviation",17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.9,Median,10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.10,Percentiles and Quantiles,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.11,IQR(Inter Quartile Range) and MAD(Median Absolute Deviation),6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.12,Box-plot with Whiskers,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.13,Violin Plots,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.14,"Summarizing Plots, Univariate, Bivariate and Multivariate analysis",6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.15,"Multivariate Probability Density, Contour Plot",9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.16,Assignment-1: Data Visualization with Haberman Dataset,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.1,Introduction to IRIS dataset and 2D scatter plot,26 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.2,3D scatter plot,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.3,Pair plots,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.4,Limitations of Pair Plots,2 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.5,Histogram and Introduction to PDF(Probability Density Function),17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.6,Univariate Analysis using PDF,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.7,CDF(Cumulative Distribution Function),15 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.8,"Mean, Variance and Standard Deviation",17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.9,Median,10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.10,Percentiles and Quantiles,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.11,IQR(Inter Quartile Range) and MAD(Median Absolute Deviation),6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.12,Box-plot with Whiskers,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.13,Violin Plots,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.14,"Summarizing Plots, Univariate, Bivariate and Multivariate analysis",6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.15,"Multivariate Probability Density, Contour Plot",9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Plotting for exploratory data analysis (EDA),11.16,Assignment-1: Data Visualization with Haberman Dataset,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.1,Why learn it ?,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.2,"Introduction to Vectors(2-D, 3-D, n-D) , Row Vector and Column Vector",14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.3,Dot Product and Angle between 2 Vectors,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.4,Projection and Unit Vector,5 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.5,"Equation of a line (2-D), Plane(3-D) and Hyperplane (n-D), Plane Passing through origin, Normal to a Plane",23 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.6,"Distance of a point from a Plane/Hyperplane, Half-Spaces",10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.7,"Equation of a Circle (2-D), Sphere (3-D) and Hypersphere (n-D)",7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.8,"Equation of an Ellipse (2-D), Ellipsoid (3-D) and Hyperellipsoid (n-D)",6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.9,"Square ,Rectangle",6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.10,"Hyper Cube,Hyper Cuboid",3 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Linear Algebra,12.11,Revision Questions,30 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.1,Introduction to Probability and Statistics,17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.2,Population and Sample,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.3,Gaussian/Normal Distribution and its PDF(Probability Density Function),27 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.4,CDF(Cumulative Distribution function) of Gaussian/Normal distribution,11 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.5,"Symmetric distribution, Skewness and Kurtosis",25 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.6,Standard normal  variate (Z) and standardization,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.7,Kernel density estimation,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.8,Sampling distribution & Central Limit theorem,19 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.9,Q-Q plot:How to test if a random variable is normally distributed or not?,23 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.10,How  distributions are used?,17 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.11,Chebyshev’s inequality,20 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.12,Discrete and Continuous Uniform distributions,13 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.13,How to randomly sample data points (Uniform Distribution),10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.14,Bernoulli and Binomial Distribution,11 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.15,Log Normal Distribution,12 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.16,Power law distribution,12 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.17,Box cox transform,12 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.18,Applications of non-gaussian distributions?,26 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.19,Co-variance,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.20,Pearson Correlation Coefficient,13 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.21,Spearman Rank Correlation Coefficient,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.22,Correlation vs Causation,5 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.23,How to use correlations?,13 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.24,Confidence interval (C.I) Introduction,8 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.25,Computing confidence interval given the underlying distribution,11 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.26,C.I for mean of a random variable,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.27,Confidence interval using bootstrapping,18 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.28,"Hypothesis testing methodology, Null-hypothesis, p-value",16 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.29,Hypothesis Testing Intution with coin toss example,27 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.30,Resampling and permutation test,15 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.31,K-S Test for similarity of  two distributions,15 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.32,Code Snippet K-S Test,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.33,Hypothesis testing: another example,18 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.34,Resampling and Permutation test: another example,19 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.35,How to use hypothesis testing?,23 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.36,Proportional Sampling,18 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Probability and Statistics,13.37,Revision Questions,30 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Interview Questions on Probability and statistics,14.1,Questions & Answers,30 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.1,What is Dimensionality reduction?,3 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.2,Row Vector and Column Vector,5 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.3,How to represent a data set?,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.4,How to represent a dataset as a Matrix.,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.5,Data Preprocessing: Feature Normalisation,20 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.6,Mean of a data matrix,6 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.7,Data Preprocessing: Column Standardization,16 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.8,Co-variance of a Data Matrix,24 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.9,MNIST dataset (784 dimensional),20 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Dimensionality reduction and Visualization:,15.10,Code to Load MNIST Data Set,12 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.1,Why learn PCA?,4 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.2,Geometric intuition of PCA,14 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.3,Mathematical objective function of PCA,13 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.4,Alternative formulation of PCA: Distance minimization,10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.5,Eigen values and Eigen vectors (PCA): Dimensionality reduction,23 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.6,PCA for Dimensionality Reduction and Visualization,10 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.7,Visualize MNIST dataset,5 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.8,Limitations of PCA,5 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.9,PCA Code example,19 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,PCA(principal component analysis),16.10,PCA for dimensionality reduction (not-visualization),15 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.1,What is t-SNE?,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.2,"Neighborhood of a point, Embedding",7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.3,Geometric intuition of t-SNE,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.4,Crowding Problem,8 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.5,How to apply t-SNE and interpret its output,38 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.6,t-SNE on MNIST,7 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.7,Code example of t-SNE,9 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,(t-SNE)T-distributed Stochastic Neighbourhood Embedding,17.8,Revision Questions,30 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Interview Questions on Dimensionality Reduction,18.1,Questions & Answers,30 mins
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.1,Introduction to A/B Tests,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.2,How do we randomly split users ?,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.3,Metrics to compare Control and Treatment,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.4,Permutation-Resampling test,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.5,Q&A: Why permute/shuffle?,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.6,Q&A: How would shuffle programatically?,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.7,Quick Recap [till now],
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.8,Q&A + Polls with participants,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.9,"Hypothesis testing: p-values, significance level & errors",
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.10,Estimating the power of Permutation Tests,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.11,Code Walkthrough: Permutation Test from scratch.,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.12,Simulations using Code,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.13,Q&A with participants,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.14,Poll + Recap [till now],
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.15,Pros and Cons of Permutation Testing,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.16,Variation: Measuring clicks,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.17,Mann-Whitney-U Test,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.18,Code for Mann-Whitney-U test,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.19,Q&A with participants,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.20,Multiple testing and solutions,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.21,Remdesivir for Covid-19: Research Paper,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.22,Q&A with participants,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.23,Quick Recap (till now),
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.24,Bootstrapping for Confidence Intervals,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.25,Introduction to Multi-Arm-Bandits,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Statistical Testing and Experiments(Recorded LIVE Sessions),19.26,Q&A with participants,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.1,Exploratory Data Analysis,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.2,Which Plot to use when and where?,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.3,Interactive Interview Session on Data Analysis,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.4,Code Walkthrough: Seaborn module for plotting in AI/ML,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.5,Code Walkthrough: Live session on Basics of Linear Algebra for AI/ML,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.6,Hands on Probability and Stats,
Module 2: Data Science: Exploratory Data Analysis and Data Visualization,Module 2: Live Sessions,20.7,Code-Walkthrough: Probability and statistics- I,
